Poem,Meaning
Permit me to open by expressing joy and wonder that we're marching at the head of our companies in different uniforms under a different command but with a single aim—to survive You say to me—look here we should probably let these boys go home to their Margot to their Kasia war is beautiful only in parades but apart from that as we know—mud and blood and rats As you speak comes an avalanche of artillery fire it's that bastard Parkinson who is taking so long he caught up with us at last when we took a walk on an irregular route our collars loose at the chin our hands in our pockets we were on leave already when Parkinson suddenly reminded us that it was not the end yet that this blasted war isn't over yet,"The poem reveals a poignant contrast between romanticized notions of war and its brutal, inescapable reality for soldiers."
"It was at a wine party—I lay in a drowse, knowing it not.The blown flowers fell and filled my lap.When I arose, still drunken,The birds had all gone to their nests,And there remained but few of my comrades.I went along the river—alone in the moonlight.","Fleeting moments and lost connections emerge from a night’s indulgence, leaving only solitude and reflection beneath the silent moon."
"An enormous list:coming and goings, nights and mornings,births and deathsand rebirths and second deathsand little lapses like grace noteswhere sadness surges in: sadness surges in,a passing-windshield light-effecton the ceiling.Would you prefer it some other way?I’m versatile.I’m hungry.I’m hot.I’m not really sad either.I’m happy, it’s just that this happinessisn’t the happiness I expected or soughtand for a time I confusedthis happiness with the sadnessI thought I was experiencing.I feel a lot better now. Oooh. That should give youan indication of the improvement.Oooh, there it goes again.And again,only I didn’t say ‘Oooh’ this time.I can’t explain it,but it feels terrific,like a totally fulfilled infatuationor a California Lifestyle apartment ad.",Acceptance blooms from acknowledging shifting emotions and unexpected joy arising amidst life's constant flux and transient moments.
"Bananas ripe and green, and ginger-root,      Cocoa in pods and alligator pears,And tangerines and mangoes and grape fruit,      Fit for the highest prize at parish fairs,Set in the window, bringing memories      Of fruit-trees laden by low-singing rills,And dewy dawns, and mystical blue skies      In benediction over nun-like hills.My eyes grew dim, and I could no more gaze;      A wave of longing through my body swept,And, hungry for the old, familiar ways,      I turned aside and bowed my head and wept.",The poem embodies a poignant yearning for lost innocence and simpler times associated with cherished childhood memories and idyllic landscapes.
"In the moonlightI met Berserk,In the moonlightOn the bushy plain. Oh, sharp he wasAs the sleepless! And, “Why are you redIn this milky blue?”I said.“Why sun-colored,As if awakeIn the midst of sleep?” “You that wander,”So he said,“On the bushy plain,Forget so soon.But I set my trapsIn the midst of dreams.” I knew from thisThat the blue groundWas full of blocksAnd blocking steel.I knew the dreadOf the bushy plain,And the beautyOf the moonlightFalling there,FallingAs sleep fallsIn the innocent air.","The poem explores a haunting encounter where awareness and illusion intertwine, revealing a dangerous allure within peaceful dreams."
"Our substitute is strange becausehe looks a lot like Santa Claus.In fact, the moment he walked inwe thought that he was Santa’s twin.We wouldn’t think it quite so weird,if it were just his snowy beard.But also he has big black bootsand wears these fuzzy bright red suits.He’s got a rather rounded gutthat’s like a bowl of you-know-what.And when he laughs, it’s deep and lowand sounds a lot like “Ho! Ho! Ho!”He asks us all if we’ve been goodand sleeping when we know we should.He talks of reindeers, sleighs, and elvesand tells us to behave ourselves.And when it’s time for us to gohe dashes out into the snow.But yesterday we figured outjust what our sub is all about.We know just why he leaves so quick,and why he’s dressed like Old Saint Nickin hat and coat and boots and all:He’s working evenings at the mall.","The poem reveals a poignant exploration of loneliness and longing for childhood wonder through an unexpected, festive figure."
"I watch your hands at the keyboardMaking music, one hand with a tiny jot,A birthmark I think where finger boneJoins palm, mark of the fish,Living thing in search of a wateringHole set in a walled garden,Or in a field with all the fences torn:Where I hear your father cry into the windThat beats against stones in a small townWhere you were born; its cornfieldsSkyward pointing, never sown, neverTo be reaped, flagrant, immortal.",This intimate portrait explores love's persistent yearning and longing for connection amidst inherited sorrow and an untamed spirit.
"In the age of the fish, cobblestones shift through a square & in hand turnold weapon — beyond the city an ocean swings in pelicans & spinner dolphins,leaves them on the Peruvian shore, orin a small town two thousand blackbirds fallfrom the Arkansas sky “just like last year” — but far off in the silence of the rural plains this cow wallows on a grassy moundtill a muzzle merges from another world, onlookers gawk along a picket fenceas she pushes the head & two hooves& then stands to open for the calfthat makes way with a message — a woman in the shape of a cloud sayingreturn to your people & tell them I am coming.","The poem explores cyclical patterns of displacement, longing, and an unsettling connection between worlds and beings."
"“Burnished,” when applied to limbs,refers you to furniture, or woodat least, a hint the skin has been burnedbeyond the human, & then beyond. Necessary for the removal of skinfrom a burnished limb is an implementsharper rather than duller, wieldy& willing to dig without displacement. The scrape of flint on a burnished limb—if you say “arm” you must mean it—resembles, no doubt, a chisel (of iron?)that furls what’s before it, away. The point of whatever has been lostbetween the stasis of the burnished limb& its movement away from the restof what you have identified as skin, the skin of a burnished limb,is to bring to bear the thought of bone& how it relates or, better, respondsto its covering uncurling from itflake by flake & amassing, forceless,on the floor, the floor you will describeas cement or concrete, at leastrug- and wood-less, the wood beingthe skin of the burnished limb,until the skin is just another pieceof your household furniture.","The poem explores detachment and loss through the unsettling image of a body’s disintegration, reducing flesh to mere objecthood."
"Taking root in windy sand    is not an easywayto go about    finding a place to stay.A ditchbank or wood's-edge    has firmer ground.In a loose world though    something can be started—a root touch water,    a tip break sand—Mounds from that can rise    on held mounds,a gesture of building, keeping,    a trappinginto shape.Firm ground is not available ground.","Persistent effort and delicate beginnings, born from instability, ultimately yield resilience and the creation of enduring form."
"(Morton St. Pier)Lying hereFlat on my backI can almost seeMyself in the morgueOn a slab, taggedI am the corpseNo one will haveNot stabbed, storedNo one takes my lifeIt goes by the board",Existential dread surfaces as an individual confronts their inevitable mortality and the loss of control over their own demise.
"Change is the new, improved word for god, lovely enough to raise a song or implicate a sea of wrongs, mighty enough, like other gods, to shelter, bring together, and estrange us. Please, god, we seem to say, change us.","The poem explores humanity's shifting relationship with faith and power, yearning for transformation amidst uncertainty and acknowledging both comfort and disruption."
"In their doorways women sit sewingBy the good light of afternoonAnd nothing is beyond knowingThough the sun shall go down soonA shepherdess near a bramble ditchAnd the Princess in the AlcazarKeep the same precise stitchAnd they both can see farAnd when the knell tollsAll are wondering who—If it is a lady, many bellsFor a beggar, one will do",The poem explores universal human connection and empathy through shared focus and quiet observation across diverse lives.
"I come off a little bit ventilatedbut you must realize the material worldis constantly crumbling under my eyesit's too much for the novel tongue I speakthe glitter of pavement in my brainstem, youmust accommodate the polytonal grimaceof the set lips becoming a smile, andyou must accept the thin section of armadvancing across your peripheries to grip youin pleasure, measuring feeling in your restraintWe have lived through the most furious littlechunk of history for this? that we mustunburden ourselves on night roof air, presumingthe poise and perks of champ pigeon teamsplaning the evening windsuntil, signaled from the roof with a flagwe become American birds","This poem explores disillusionment and the desperate search for fleeting joy amidst a chaotic, crumbling world, ultimately seeking solace in simple pleasure."
"Give all to love; Obey thy heart; Friends, kindred, days, Estate, good-fame, Plans, credit and the Muse,— Nothing refuse. ’T is a brave master; Let it have scope: Follow it utterly, Hope beyond hope: High and more high It dives into noon, With wing unspent, Untold intent: But it is a god, Knows its own path And the outlets of the sky. It was never for the mean; It requireth courage stout. Souls above doubt, Valor unbending, It will reward,— They shall return More than they were, And ever ascending. Leave all for love; Yet, hear me, yet, One word more thy heart behoved, One pulse more of firm endeavor,— Keep thee to-day, To-morrow, forever, Free as an Arab Of thy beloved. Cling with life to the maid; But when the surprise, First vague shadow of surmise Flits across her bosom young, Of a joy apart from thee, Free be she, fancy-free; Nor thou detain her vesture’s hem, Nor the palest rose she flung From her summer diadem. Though thou loved her as thyself, As a self of purer clay, Though her parting dims the day, Stealing grace from all alive; Heartily know, When half-gods go,   The gods arrive.","Unconditional love demands complete surrender and trust, ultimately leading to boundless fulfillment and transcendent experience for both souls involved."
"You will leave your home:nothing will hold you.You will wear dresses of gold; skinsof silver, copper, and bronze.The sky above you will shift in meaningeach time you think you understand.You will spend a lifetime chipping away layersof flesh. The shadow of your scaleswill always remain. You will be markedby sulphur and salt.You will bathe endlessly in clear streams and failto rid yourself of that scent.Your feet will never be your own.Stone will be your path.Storms will follow in your wake,destroying all those who take you in.You will desert your childrenkill your lovers and devour their flesh.You will love no onebut the wind and ache of your bones.Neither will love you in return.With age, your hair will grow matted and dull,your skin will gape and hang in long folds,your eyes will cease to shine.But nothing will be enough.The sea will never take you back.","Eternal transformation and devastating isolation define this journey towards a monstrous, ultimately unfulfilled existence."
I’m thinking about you and you’re humming while cutting a piece of wood.I’m positive you aren’t thinking about me which is fine as long as youaren’t thinking about yourself. I know and love the way you inhabitthis house and the occasions we mutually create. But I don’t knowthe man you picture when you see yourself walking aroundthe world inside your head and I’m jealousof the attention you pay that personwhom I suspectof being devious.,"A poignant exploration of unspoken longing and insecurity, revealing a quiet heartbreak over lost connection and self-absorption."
"Take this glass, quoting me darkly:Cassandra, coalmine canary.I want to sing the confusing flesh,The confounding joyful leash,Flesh that stretches planet-wideIf a planet were human-sized.These pulsing thermal layers we wear,Not the myriad places they tear.The sweet and acrid cabbage head,Its labyrinths and where they lead,Not how cleanly one can divide,With one strike, body from the mind.You here with me, reflected too,The four of us now become twoMaking joy with cry, weep laughter,Naked amid the slaughter.","Complex human connection explores vulnerability, shared experience, and the unsettling beauty of embodied existence amidst chaos and loss."
"Not, this time, to inferbut to wait you outbetween regret and parking lotsomewhere in the day like a dareSalt grime and the foodcarts’rising steam, at Prospect St. a goshawkhuge and aloof, picking at something,nested in twigs and police tapefor a while we allheld our phones upIt is relentless, the suddennessof every other song, creature, neighboras though this life would prove youonly by turning into itself",Fleeting moments of observation reveal the transient nature of existence and human connection amidst urban decay and unexpected encounters.
Inside the woods is an abandoned hotel.Trees grow in the lobbyand up through the rooms.Limbs jut out through the windows.It looks like outsideinside. I climb the treesthrough 1000 rooms. I look for youin each of them. You’re a long shiny line.,"Loss and relentless searching for a vanished loved one, mirroring nature's persistent growth within a decaying structure."
"—after Frank O’HaraYou have been smiling across the table at your datewith a sesame seed stuck in your teeth. You will gain sophistication, become accepted by Reader’s Digest, and retire in Puyallup. In your next life you will be a teacherand no one will ever call you by your first name. After your next vacation you will come homeand discover that your neighbors have redecoratedin the style of Iowa trailer court. If you feel like you’re getting old,secretly plant zucchini in your neighbor’s flowerbeds. Avoid people who iron their sheetsor roll their socks & underwear. Painting and poetry and music will show us where we shouldbe going, not the senate or tv news. The next thermos bottle you see will actuallybe a listening device made in Korea. All the people in this restaurantare glad that they are not you.","A poignant commentary on disillusionment and embracing an unconventional, quietly defiant existence against societal expectations and manufactured aspirations."
"Rotten, he says, motherlyhow could you miss thatLike a ragamuffin with no eyeshis body has a dark spotLike doing laundry all day longhe is being nowhereCottage cheese runs out his mouthAnother one and another onethat doll can crawlhis insides like an awningMotherly if mothermother as if spreadIf I could breakthe hymen of his ear with I can't stand youI won't say a thing and I won't noticegod you arethe softestkind of jerkand yesterday is goneand I had nothing to do with it","This intense verse reveals a suffocating, unresolved frustration and anger directed towards a manipulative, passive figure—a deeply unsettling connection."
"Be the mistress of my choice,Clean in manners, clear in voice;Be she witty, more than wise,Pure enough, though not precise;Be she showing in her dress,Like a civil wilderness,That the curious may detectOrder in a sweet neglect;Be she rolling in her eye,Tempting all the passers by;And each ringlet of her hair,An enchantment, or a snare,For to catch the lookers on;But herself held fast by none.Let her Lucrece all day be,Thais in the night, to me.Be she such, as neither willFamish me, nor overfill.","This poem explores the desire for a captivating yet ultimately independent woman, embodying both allure and self-possessed restraint."
"If   I would be walking down the roadyou told me to imagine and I would and finda diner kind of   teacup sitting on its saucerin the middle then I would feel so goodin my life that is just like mineI would walk right up and look into my faceeclipsing the sky in the tea in the cupand say, “Thank you, I have enjoyedimagining all this.”",The poem explores finding contentment and recognizing one’s own reflection within unexpected beauty and simple joys.
"Nights we could not sleep—        summer insects singing in dry heat,              short-circuiting the nerves—Grandma would light a lamp,         at the center of our narrow room,               whose clean conspiracy of lightwhispered to the tall blank walls,        illuminating them suddenly              like the canvas of a dream.Between the lamp and wall        her arthritic wrists grew pliant              as she molded and castimprobable animal shapes moving        on the wordless screen:              A blackbird, like a mynah, not a crow.A dark horse’s head that could but would not talk.        An ashen rabbit (her elusive self)           triggered in snowthat a quivering touch (like death’s)        sent scampering into the wings              of that little theater of shadows     that eased us into dreams.","The poem explores the comforting power of familial love and imagination, offering solace through shared stories and quiet moments of creation."
"The world weeps. There are no tearsTo be found. It is deemed a miracle.The president appears on screensIn villages and towns, in cities in junglesAnd jungles still affectionately called cities.He appears on screens and reads a story.Whose story is he reading and why?What lessons are to be learned from this storyAbout a time that has not arrived, will not arrive, is here?Time of fire and images of fire climbing toward the sunTime of precious and semi-precious liquidsTime of a man and a woman doused in inkRolling across streams and down valleysTrying to leave some string of words behind.","Human connection has vanished, replaced by artificial narratives delivered by authority, reflecting an unsettling present devoid of genuine experience."
"Large green-tailed lizard, zucchini-mottledflicks and swirls. But, no! It’s not some random lizard:that’s the snake! A rill of water falling up the stone,he’d heard my light, quick foot     as human-hard.And the dream? that wildly handsome manwho had no wife,     his wife had “gone away”(but where?)     so he wanted to meet more     womenhe needed help    with his decor, his placewas encumbered with little ceramic, clay-kitsch banalities —      I did not see the snake’s head,since it faced away.     I could not fixit being vipera or serpente.That question hinged on poison in his mix.From what I saw, though, ’twas a very handsome snake.                                                                 • Options:“scaled to the human boy” or was it “scaled to the human body”? Which did I write?Options:Desire? temptation? yearning for danger? thralldom? lust? You can add to the list yourself. You can add yourself to the list.Options:Teasing enchantment. “How still the Riddle lies.”Options:Insistent     “Shaft”     “a tighter Breathing”The sibyl’s many leaves are laurel made for wreathing.","The poem explores a dangerous fascination with allure and the unsettling desire for a captivating, yet ultimately destructive, form of beauty."
"It has been so wet stones glaze in moss;everything blooms coldly.I expect you. I thought one night it was youat the base of the drive, you at the foot of the stairs,you in a shiver of light, but each timeleaves in wind revealed themselves,the retreating shadow of a fox, daybreak.We expect you, cat and I, bluebirds and I, the stove.In May we dreamed of wreaths burning on bonfiresover which young men and women leapt.June efforts quietly.I’ve planted vegetables along each garden wallso even if spring continues to disappointwe can say at least the lettuce loved the rain.I have new gloves and a new hoe.I practice eulogies. He was a hawkwith white feathered legs. She had the quiet ribsof a salamander crossing the old pony post road.Yours is the name the leaves chatterat the edge of the unrabbited woods.",Persistent longing for a lost love intertwines with acceptance of a fading world and fragile hope for continued connection.
"It’s about                    Ball fitsthe ball,                      mitt, butthe bat,                       not all                 and the mitt.             the time.Ball hits                      Sometimesbat, or it                     ball gets hithits mitt.                    (pow) when batBat doesn’t                meets it,hit ball,                       and sailsbat meets it.              to a placeBall bounces             where mittoff bat, flies               has to quitair, or thuds              in disgrace.ground (dud)            That’s aboutor it                             the basesfits mitt.                     loaded,                                     about 40,000Bat waits                    fans exploded.for ballto mate.                     It’s aboutBall hates                  the ball,to take bat’s              the bat,bait. Ball                    the mitt,flirts, bat’s                 the baseslate, don’t                   and the fans.keep the date.           It’s doneBall goes in                on a diamond,(thwack) to mitt,      and for fun.and goes out              It’s about(thwack) back           home, and it’sto mitt.                       about run.","Frustration and futile pursuit define the relationship between the ball and its players, highlighting the cyclical nature of desire and disappointment."
"We mourn the broken things, chair legswrenched from their seats, chipped plates,the threadbare clothes. We work the magicof glue, drive the nails, mend the holes.We save what we can, melt small piecesof soap, gather fallen pecans, keep neck bonesfor soup. Beating rugs against the house,we watch dust, lit like stars, spreadingacross the yard. Late afternoon, we drawthe blinds to cool the rooms, drive the bugsout. My mother irons, singing, lost in reverie.I mark the pages of a mail-order catalog,listen for passing cars. All day we watchfor the mail, some news from a distant place.","Resilience emerges from acceptance of loss and damage, finding beauty and purpose within salvaged fragments of everyday life."
"I will grieve alone,As I strolled alone, years ago, down alongThe Ohio shore.I hid in the hobo jungle weedsUpstream from the sewer main,Pondering, gazing.I saw, down river,At Twenty-third and Water StreetsBy the vinegar works,The doors open in early evening.Swinging their purses, the womenPoured down the long street to the riverAnd into the river.I do not know how it wasThey could drown every evening.What time near dawn did they climb up the other shore,Drying their wings?For the river at Wheeling, West Virginia,Has only two shores:The one in hell, the otherIn Bridgeport, Ohio.And nobody would commit suicide, onlyTo find beyond deathBridgeport, Ohio.","Despair and isolation define a tragic existence, offering escape only through an unknowable, distant salvation symbolized by Bridgeport."
"Pretty girl. The weather has knocked her down againand given her to the lake to wear as a skin. Why am I always being the weather?There were days in the winterwhen her smile was so lovely I feltthe breathing of my own goodness, though it remained fetal and separate.I was a scavenger who survives with a sling and stones, but whose godnonetheless invents the first small bright bird.And it was like flight to bring food to her lips with a skeletal hand. But now she will alwaysbe naked and sad. She will be what happens to lake water that is loved and is alsoshallow enough. The thickening, the slowing,the black blood of it, the chest openedto reveal the inevitable heart attack. God, the silence of the chamberwe watch from. What happens to waterthat isn’t loved? It undergoes processes. It freezes beside traffic.But the reaching out to all sides at once,the wet closing of what was open?That is a beautiful woman. So of course I stand and stare, never ableto pinpoint the exact moment I killed her.",Loss and futile attempts at preservation intertwine with an inescapable recognition of destructive beauty and regretful longing.
"It’s mostly someonelong dead who gets curiousall over again, who once tolda book, the bookpicked clean to glowon a website now, an addresswith double slashes in it.Suddenly I loveone detail: the way they harnessedhorses or hammeredcopper, what seed — cardamom, rye — kept its small heart aloftfor a millennium.Voices in thatdark ago when I opento room light, lampor window on book — old friend — or the new computer screen.It’s not technology, either way.It’s somethingin the brain first, an inkling. Not yetyours to know.",The poem explores the persistent human desire for connection with the past and the enduring power of curiosity across time.
"O heart of hearts, the chalice of love's fire,        Hid round with flowers and all the bounty of bloom;        O wonderful and perfect heart, for whom The lyrist liberty made life a lyre; O heavenly heart, at whose most dear desire        Dead love, living and singing, cleft his tomb,        And with him risen and regent in death's room All day thy choral pulses rang full choir; O heart whose beating blood was running song,        O sole thing sweeter than thine own songs were,                Help us for thy free love's sake to be free, True for thy truth's sake, for thy strength's sake strong,        Till very liberty make clean and fair                The nursing earth as the sepulchral sea.","This poem celebrates boundless, transformative love as a force capable of liberating humanity and renewing existence itself."
"for Patti SmithAt the end of Bing Crosby’s Riding High his horseWill be buried in the clay of the racetrack where he fell,As a lesson for all of us. Sad, waggish Bing,The Mob didn’t want Broadway Bill to win, so the jockeyPulled on the reins until the thoroughbred, strainingOver the finish line first, collapsed, heart attack. I loved you like a guitar string breakingUnder the conviction of a clumsy hand—Something like that . . . I suppose I must haveBeen thinking of you and your complex and beautiful band,Except the image demands I hold the guitar,If not you, and the broken string, as Over and over loudspeakers call riders to the starting gate.The track bartender and a teller, a sharpshooter and the chess masterWrestler, the petty con man and a cop, reprise their parts.The heist gang dons clown masks, andSherry will betray George, and Johnny can’t love Fay,And the fortune in the suitcase just blows away.",Lost ambition and shattered dreams echo through this cyclical narrative of thwarted potential and inevitable disappointment.
"I dated mostly police.I hated coastal solace.In navy posts I flourished.I inflate the cost of polish.I restrained my nest-egg worries.On planes I tested patience.I prayed for lusty follies.I betrayed my foster family.In ways I lost my malice.I craved a cloistered palace.I dared say the feast was ghoulish.I became a tourist: boorish.Unswayed by mystic knowledge,I raised a frosty chalice.I was upstaged and roasted: English.I obeyed a ghost who’s tall-ish.The play was close to flawless.I stayed and missed her no less.Then one day the fester wasn’t.I cried: the taste was more-ish.","Ultimately, this is an exploration of disillusionment and regret—a life consumed by restless pursuits and fleeting desires, lacking genuine connection."
"The last train pulses across the paneand fireflies spark beside the tracks.Acne’s red wing flames my face:I can’t take backthis skin. In the other room,a drugstore Timex synchronizeswith the faucet’s drip. If I squint,the fireflies align their livesto map the summer’s migraineof flowers that were weeds.You say, but I thinkthey’re just trying to survive —","Lost identity and regret intertwine as a speaker grapples with an unchangeable past, seeking solace in fleeting beauty."
"There is big excitement in C block today.On the window sill,in a plastic ice cream cupa little plant is growing.This is all the men want to talk about:how an apple seed germinatedin a crack of damp concrete;how they tore open tea bagsto collect the leaves, leached themin water, then laid the sprout onto the bedmade of Lipton. How this finger of springdug one delicate root downinto the dark fannings and nowtwo small sleeves of greenare pushing out from the emerging tip.The men are tipsy with this miracle.Each morning, one by one,they go to the window and checkthe progress of the struggling plant.All through the day they returnto stand over the seedlingand whisper.","Hope blooms unexpectedly in unexpected places, offering a poignant reminder of resilience, nurture, and the quiet magic within simple life."
"For the time beingan ampersand is a boyclutching his kneesto his chest as art.On high, the god of formwears a face on each wrist.Only a god can take and givetime, but the one in front ofthe gun lasts forever","Ephemeral beauty and the relentless march of time, symbolized by fleeting expression versus enduring divine power, are ultimately revealed."
"I was always a thoughtful youngster,Said the lady on the omnibus,I remember Father used to say,You are more thoughtful than us.I was sensitive too, the least thingUpset me so much,I used to cry if a flyStuck in the hatch.Mother always said,Elsie is too good,There’ll never be another like Elsie,Touch wood. I liked to be alone,Sitting on the garden path,My brother said he’d never seen aPicture more like Faith in the Arena.They were kindly people, my people,I could not help being different,And I think it was good for meMixing in a different element.The poor lady now burst out cryingAnd I saw her friend was not a friend but a nurseFor she said, Cheer up duckie the next stop is ours,They got off at Northumberland House.This great House of the PerciesIs now a lunatic asylum,But over the gate there still standsThe great Northumberland Lion.This family animal’s tailIs peculiar in that it is absolutely straight,And straight as a bar it stood out to drop after themAs they went through the gate.November 1964","Intense sensitivity and isolation define a life perceived as overly delicate, ultimately revealing a poignant commentary on societal expectations and profound change."
"Strephon, your breach of faith and trust      Affords me no surprise; A man who grateful was, or just,      Might make my wonder rise. That heart to you so fondly tied,      With pleasure wore its chain, But from your cold neglectful pride,      Found liberty again. For this no wrath inflames my mind,      My thanks are due to thee; Such thanks as gen'rous victors find,     Who set their captives free.","Rejection fuels a triumphant release, demonstrating strength and self-worth through breaking an unwanted bond."
"I’m queer for nouns or verbs that end in -ickle,For bouncy trampolines, for trust and bluff.We’re told by those downtown that La Morbid’s dullRenouncing didn’t rustle up enoughBling to dazzle more than a few of them.Turn on a dime, a channel. Those we flipRing truer than the frilly stratagemFern bars used to unfurl, and we know zipAbout karate or brass knucks. To battleThe meltdown blues, lay out your Cups and Swords.Don’t doubt the Duke will hop down from the saddle,His belt slung low. Check out the storyboards:Next year he trades his roan for a motorcycle.",This work explores embracing unconventional desires and rejecting societal expectations of refinement and superficiality through playful rebellion.
"I will not tend. Or water,pull, or yank,I will not till, uproot, fill up or spray. The rain comes.Or not. Plants: sun-fed,moon-hopped, dirt-stuck. Watch as flocksof wild phlox appear, disappear. My lazy,garbagey magicmakes this nothinghappen. I lovethe tatteredcamisole ofnothing. The worldruns its underbrushcourse fed bythe nothing I give it. Wars are fought.Blood turns.Dirt is a wide unruly room.","Acceptance of futility and indifference; beauty arises from inaction, embracing the chaotic and ultimately meaningless flow of existence."
"Recycled over and overpeople born look like parents,grandparents, sister or brother,or perhaps a throwbackfrom an earlier ancestor,the hawk nose, a hard ridged forehead,the cleft in the chin or a blue birthmarkon the arm, the stomach,the dainty fresh bum of a newborneach unique like a snowflake nevercan you guess what’s on their mindsometimes I can feel what they’re feelingdetect it like hairs on the back of my arms,together we live, talk, walk the same sidewalks,to die buried in a foreign cemeteryfor others to sit upon ponder theirown light, why am I free, what must I do,does someone love me like I do,new skin gives way to wrinkles,hair fades to gray, bones grow strongthen decay, strength seeps every timeone pees, sleeps, ages, loves,muscles grow then shrink the bodya temporary vessel destination unknown. April 28, 2002","The poem explores the cyclical nature of life and human connection, emphasizing our shared vulnerability and inevitable passage into an unknowable future."
"Not long ago, I studied medicine.It was terrible, what the body told.I’d look inside another person’s mouth,And see the desolation of the world.I’d see his genitals and think of sin. Because my body speaks the stranger’s language,I’ve never understood those nods and stares.My parents held me in their arms, and stillI think I’ve disappointed them; they careAnd stare, they nod, they make their pilgrimage To somewhere distant in my heart, they cry.I look inside their other-person’s mouthsAnd see the wet interior of souls.It’s warm and red in there—like love, with teeth.I’ve studied medicine until I cried All night. Through certain books, a truth unfolds.Anatomy and physiology,The tiny sensing organs of the tongue—Each nameless cell contributing its needs.It was fabulous, what the body told.","A profound sense of alienation arises from witnessing the shared vulnerability and suffering within others’ bodies, leading to personal sorrow and distance."
"That old guy with the muskrat soupslurps it loudly from the ladleHoowah, pretty good stuff!You shift your weight on the stoolraise the bad leg just enoughand retrieve the red bandana hankie.Talk still spills like sunshineover the knife-marred counteras slowly you wipe the canpush the cloth back in your pocketand cough down the grape popglancing at the bobbing black headwhere it surfaced in the pot.The burned farm. That hungry year.The long walk from Strawberry Mountainwarmed now with the weightof fresh butchered wiiyaas in your pack.Mum’s baking soda biscuits mixed and cutlined waiting in the tin panlike our little kids’ faces at the window.Sure took the wrinkle out of our bellies that night.One opening day when those two old fishermenended up drunk clinging to the canoe.The hunt for diamond willow,beaver camp on Easter weekend,the whitefish feeding on wax worms,the string of crappies slipped from your hand,the missing outhouse floor,training waaboose,feeding the least weasel,tales from working on the ships,from boiling sap, planting trees, pounding, carving,and then the cigar box memoriesof those old time Indianswho could really tell stories","This narrative evokes a profound sense of nostalgia and the enduring weight of memory—a life shaped by labor, loss, and connection to the land."
Because the only view we have is the onethat looks down on the knees. Praise perspective.Praise shared disdain. Praise space made by connectivetissue; the synaptic cleft; elbowroomat the dinner table; polite conversation;lies you push through your teeth. Because dissectinga dog's heart won't change the way it thinks. Praise redirectedtraffic. Praise the gnarled lip that defendsthe gentle bones. Because your mother wasa seahorse. And to think of her thin isto empty all the ice from the tea glasses;to strain the soup by driving it through your hand.Praise tablecloths; sway-back chairs; the plasticfolds that protect slice after slice of cheese.,"Acknowledging limited viewpoints and embracing small, everyday connections reveals a poignant appreciation for shared humanity and resilience."
"How I’ve changed may not be apparent.I limp. Read and write, make tea at the stoveas I practiced in rehab. Sometimes, like fire, a task overwhelms me. I cry for days, shriek when the phone rings. Like a page pulled from flame,I’m singed but intact: I don’t burn down the house.Later, cleared to drive, I did outpatient rehab. Otherslost legs or clutched withered minds in their hands.A man who can’t speak recognized meand held up his finger. I knew he meant One year since your surgery. Sixteen since his.Guadalupe wishes daily to be the one before. Nobodyis that. Sometimes, like love, the neurons just cross fire.You don’t get everything back.","Resilience emerges from profound trauma and loss, demonstrating enduring strength despite significant setbacks and the lingering impact of past wounds."
"He has transformedhis Tonka dump truckinto a push mower, using lumber scraps and duct tapeto construct a handleon the front end of the dump box. One brave screwholds the makeshiftcontraption together. All summer they outlinethe edges of these acres,first Daddy, and then, behind himthis small echo, eachdodging the same stumps, pausing to slap a mosquito,or rest in the shade,before once again pacing out into the light,where first one,and then the other, leans forward to guide the mowersalong the bright edgesof this familiar world.","Shared labor and quiet connection define a father-son bond through simple, repetitive work within a comforting, established space."
"A comfort common to Southwest desertparking lots, a familiar, a messenger,an overlooked angel oiled by asphalt,consolation of the casino, supermarketspiritual guide picking at a free-todayhot dog, a dropped grape or lentil,its purple-green head iridescent,its long keel of a tail.Black birds but not blackbirdswith their showy epaulettes blood-redas a war field. Grackles glintlike lacquered ebony, the females brunhildas,if by brunhilda you mean “brown-headed,”not the German “ready for battle.” Blindto centuries of borders, of battles, they waddlestiff-legged at your feet, a janitorial sweepto their tails, checking cart tires and light polesfor moths, beetles, singing their seven songs —slides, whistles, wheezes, catcalls, chirps,murmurs, clucks — to console youfor your losses: stolen cars, mortgagepayments spun to mist at a roulette table,the beloved who breathed fire and scorchedyour wedding clothes. Folly, wreckage,they mutter, down among the packsof backerboard and spackle. We’ve fallenfrom Mayan temples. In a past life","Lost souls find unexpected solace in the mundane, acknowledging grief and regret through the quiet observation of resilient, unassuming creatures."
"Looking at Mapplethorpe’s Polaroids, I learn that he liked shoes and armpit crotch-shots of men and women, both shaved and un’—all giving a good whiff to the camera. But best of all are his pictures of ordinary phones which convey a palpable sense of expectancy as if at any moment, one of the fabulous, laconic nude men strewn about might call. One could pick up the receiver and hear the garbled sound of ancient Greek and Roman voices reveling in the background. But even when silent, the dingy phone is a sex organ—cock asleep in its cradle.","This work explores human desire and communication through unexpected objects, suggesting a yearning for connection and forgotten grandeur."
